SessionID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Channel,IsBounceSession
1110,9,210.6666667,3,127.0,55,1509.594444,0.006451613,0.02016129,14.68324522,0.0,Mar,2,5,1,2,Returning_Visitor,False,False,Referral,False
1111,0,0.0,0,0.0,4,69.0,0.0,0.05,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,Referral,False
1112,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False,Direct/Organic,False
1113,0,0.0,0,0.0,5,103.0,0.0,0.04,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1114,0,0.0,0,0.0,2,36.5,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1115,0,0.0,0,0.0,6,226.0,0.0,0.04,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1116,1,156.1428571,0,0.0,18,1181.198413,0.0,0.048235294,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,False,False,Direct/Organic,False
1117,2,0.0,0,0.0,17,1394.666667,0.0,0.029761905,0.0,0.0,Mar,2,4,2,6,Returning_Visitor,False,False,Other,False
1118,5,282.0,0,0.0,8,326.0,0.0,0.022222222,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,Social Media,False
1119,0,0.0,0,0.0,9,459.8307692,0.0,0.001587302,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,True,False,Referral,False
1120,3,512.8333333,2,278.0,3,162.0,0.0,0.014285714,0.0,0.0,Mar,3,2,1,8,New_Visitor,True,False,Other,False
1121,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False,Direct/Organic,False
1122,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False,Direct/Organic,False
1123,1,112.0,0,0.0,37,2043.5,0.005555556,0.016666667,12.3578472,0.0,Mar,2,5,3,6,Returning_Visitor,False,True,Other,False
1124,4,73.5,0,0.0,24,663.4666667,0.002564103,0.004395604,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1125,3,184.6888889,0,0.0,129,7669.250794,0.0,0.009135204,0.0,0.0,Mar,2,2,8,13,Returning_Visitor,False,False,Other,False
1126,5,75.16666667,0,0.0,12,115.1666667,0.028571429,0.042857143,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False,Direct/Organic,False
1127,0,0.0,0,0.0,11,296.45,0.0,0.007792208,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False,Referral,False
1128,0,0.0,0,0.0,56,2633.869048,0.003703704,0.016666667,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False,Direct/Organic,False
1129,0,0.0,0,0.0,19,392.0,0.021052632,0.052631579,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,True,False,Direct/Organic,False
1130,1,19.0,0,0.0,13,748.6666667,0.0,0.020512821,0.0,0.0,Mar,1,2,6,3,Returning_Visitor,False,False,Social Media,False
1131,6,302.0,0,0.0,18,834.6666667,0.004761905,0.021269841,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False,Other,False
1132,0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,Direct/Organic,False
1133,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False,Other,False
1134,0,0.0,0,0.0,3,11.0,0.05,0.15,0.0,0.0,Mar,3,3,1,1,Returning_Visitor,False,False,Direct/Organic,False
1135,0,0.0,1,37.0,15,497.3333333,0.0125,0.0375,0.0,0.0,Mar,1,1,2,1,Returning_Visitor,False,False,Direct/Organic,False
1136,10,117.3333333,0,0.0,28,631.9896825,0.017647059,0.022794118,10.16517157,0.0,Mar,3,7,1,2,Returning_Visitor,False,True,Referral,False
1137,0,0.0,0,0.0,11,315.6,0.0,0.018181818,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,True,False,Social Media,False
1138,1,7.0,0,0.0,14,183.3333333,0.0,0.006666667,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,Other,False
1139,1,0.0,0,0.0,8,192.1666667,0.0,0.025,0.0,0.0,Mar,1,1,9,9,Returning_Visitor,True,False,Other,False
1140,1,0.0,0,0.0,16,1296.6,0.022222222,0.033333333,13.28355556,0.0,Mar,3,2,4,2,Returning_Visitor,False,True,Referral,False
1141,0,0.0,0,0.0,3,17.0,0.1,0.111111111,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,Direct/Organic,False
1142,0,0.0,1,41.0,13,698.0,0.0,0.032142857,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False,Direct/Organic,False
1143,1,14.0,0,0.0,17,1093.142857,0.0,0.02125,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False,Referral,False
1144,1,5.0,0,0.0,9,2397.5,0.0,0.02,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,False,False,Social Media,False
1145,2,107.0,0,0.0,3,56.0,0.0,0.04,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,False,Referral,False
1146,1,31.0,3,62.0,11,196.2,0.0,0.013333333,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,Other,False
1147,0,0.0,0,0.0,3,39.66666667,0.0,0.033333333,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False,Other,False
1148,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,Social Media,False
1149,0,0.0,1,42.0,20,408.3333333,0.0,0.003174603,33.47777322,0.0,Mar,2,4,7,2,Returning_Visitor,False,True,Referral,False
1150,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False,Other,False
1151,1,7.0,0,0.0,29,906.5666667,0.0,0.006896552,0.0,0.0,Mar,4,1,1,2,New_Visitor,True,False,Referral,False
1152,0,0.0,0,0.0,4,149.0,0.0,0.05,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1153,0,0.0,0,0.0,30,1224.75,0.0,0.007142857,21.04864167,0.0,Mar,2,4,2,2,New_Visitor,False,True,Referral,False
1154,2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,Referral,False
1155,0,0.0,0,0.0,12,207.0,0.0,0.036666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,Referral,False
1156,1,19.0,0,0.0,7,115.6666667,0.0,0.028571429,0.0,0.0,Mar,3,2,2,10,Returning_Visitor,False,False,Other,False
1157,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1158,1,0.0,0,0.0,3,321.5,0.05,0.1,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False,Direct/Organic,False
1159,9,204.0833333,0,0.0,63,3552.702381,0.0,0.007,19.95572297,0.0,Mar,1,2,8,8,New_Visitor,False,True,Other,False
1160,2,151.0,0,0.0,19,716.3571429,0.004761905,0.015873016,10.8692605,0.0,Mar,1,1,7,1,Returning_Visitor,True,True,Direct/Organic,False
1161,6,98.0,0,0.0,12,343.0,0.019444444,0.032222222,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,True,False,Referral,False
1162,6,52.0,1,24.0,56,3763.166667,0.003389831,0.01480226,10.37042373,0.0,Mar,2,2,1,1,Returning_Visitor,False,True,Direct/Organic,False
1163,0,0.0,0,0.0,7,272.5,0.0,0.033333333,0.0,0.0,Mar,1,1,6,2,New_Visitor,True,False,Referral,False
1164,0,0.0,0,0.0,3,81.0,0.0,0.066666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,Direct/Organic,False
1165,4,600.4230769,0,0.0,17,1883.827222,0.00075188,0.013061325,0.120699914,0.0,Mar,2,2,1,8,Returning_Visitor,False,True,Other,False
1166,0,0.0,0,0.0,7,251.6666667,0.028571429,0.011428571,0.0,0.0,Mar,3,2,1,6,Returning_Visitor,True,False,Other,False
1167,4,132.0,0,0.0,7,1413.333333,0.036,0.029285714,0.0,0.0,Mar,3,2,7,8,Returning_Visitor,False,False,Other,False
1168,0,0.0,0,0.0,3,79.5,0.0,0.033333333,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,False,Referral,False
1169,3,23.0,0,0.0,6,83.0,0.0,0.014285714,0.0,0.0,Mar,2,2,6,2,New_Visitor,False,False,Referral,False
1170,2,20.0,0,0.0,17,584.5,0.0,0.011111111,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False,Referral,False
1171,3,39.0,0,0.0,30,940.8333333,0.012121212,0.024242424,0.0,0.0,Mar,1,8,3,3,Returning_Visitor,False,False,Social Media,False
1172,2,152.8333333,0,0.0,20,791.6666667,0.011111111,0.016666667,41.35007203,0.0,Mar,1,1,1,2,New_Visitor,False,True,Referral,False
1173,0,0.0,0,0.0,77,4346.541667,0.003070175,0.023099415,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,False,False,Referral,False
1174,0,0.0,0,0.0,5,50.5,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False,Direct/Organic,False
1175,0,0.0,0,0.0,6,74.0,0.0,0.02,0.0,0.0,Mar,2,4,6,8,Returning_Visitor,False,False,Other,False
1176,0,0.0,0,0.0,8,83.0,0.057142857,0.095238095,0.0,0.0,Mar,1,2,2,1,Returning_Visitor,False,False,Direct/Organic,False
1177,4,16.66666667,0,0.0,68,2593.741667,0.002941176,0.012843137,0.0,0.0,Mar,2,2,4,8,Returning_Visitor,False,False,Other,False
1178,0,0.0,0,0.0,6,59.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1179,2,197.0,4,219.0,53,1518.761111,0.007272727,0.005454545,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,True,False,Referral,False
1180,0,0.0,0,0.0,6,62.0,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1181,0,0.0,0,0.0,30,365.4,0.027586207,0.035862069,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False,Direct/Organic,False
1182,2,15.0,0,0.0,7,50.5,0.0,0.028571429,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False,Social Media,False
1183,0,0.0,0,0.0,12,468.0,0.016666667,0.033333333,0.0,0.0,Mar,4,1,4,3,Returning_Visitor,False,False,Social Media,False
1184,5,710.3333333,0,0.0,23,7533.272727,0.0,0.007407407,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1185,4,84.0,0,0.0,35,1059.0,0.0,0.005882353,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,Referral,False
1186,0,0.0,0,0.0,5,52.0,0.0,0.02,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,False,Referral,False
1187,3,151.0,0,0.0,6,892.0,0.0,0.018518519,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,False,Social Media,False
1188,4,83.5,0,0.0,9,430.5,0.0,0.015384615,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False,Referral,False
1189,0,0.0,0,0.0,17,132.6333333,0.011764706,0.007843137,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,Referral,False
1190,0,0.0,0,0.0,14,363.3181818,0.014285714,0.023809524,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,Social Media,False
1191,0,0.0,0,0.0,3,73.0,0.0,0.066666667,0.0,0.0,Mar,2,4,1,7,Returning_Visitor,False,False,Other,False
1192,0,0.0,0,0.0,8,612.0,0.0,0.014285714,0.0,0.0,Mar,3,3,1,2,New_Visitor,True,False,Referral,False
1193,9,848.1428571,4,388.6666667,33,595.0095238,0.0,0.004651163,0.0,0.0,Mar,2,2,1,10,New_Visitor,False,False,Other,False
1194,0,0.0,0,0.0,6,495.0,0.0,0.02,77.96,0.0,Mar,1,2,9,2,Returning_Visitor,True,True,Referral,False
1195,0,0.0,0,0.0,4,49.5,0.0,0.016666667,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False,Referral,False
1196,3,130.8333333,1,109.0,47,1813.208333,0.0,0.002083333,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False,Referral,False
1197,0,0.0,0,0.0,9,218.0,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,True,False,Social Media,False
1198,0,0.0,0,0.0,4,102.0,0.0,0.05,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,Referral,False
1199,2,27.0,0,0.0,23,1278.090909,0.0,0.008333333,0.0,0.0,Mar,2,2,2,2,New_Visitor,True,False,Referral,False
1200,0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False,Direct/Organic,False
1201,0,0.0,2,445.0,38,996.5166667,0.000854701,0.016544567,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False,Referral,False
1202,0,0.0,0,0.0,6,69.5,0.0,0.033333333,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,Direct/Organic,False
1203,0,0.0,0,0.0,40,1530.248485,0.005128205,0.029795821,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False,Referral,False
1204,2,12.0,0,0.0,43,2595.280952,0.009090909,0.025378788,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,False,False,Direct/Organic,False
1205,0,0.0,0,0.0,12,471.5,0.016666667,0.066666667,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False,Social Media,False
1206,11,281.6309524,0,0.0,54,923.6757353,0.0,0.012261867,5.150663602,0.0,Mar,1,1,7,2,Returning_Visitor,False,False,Referral,False
1207,0,0.0,0,0.0,10,153.0,0.02,0.04,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,True,False,Direct/Organic,False
1208,9,160.0,0,0.0,48,3946.008333,0.007272727,0.011515152,20.32388105,0.0,Mar,2,6,1,8,Returning_Visitor,True,True,Other,False
1209,0,0.0,0,0.0,26,648.4,0.0,0.018,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,Social Media,False
1210,0,0.0,0,0.0,5,56.0,0.04,0.08,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False,Direct/Organic,False
1211,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False,Referral,False
1212,0,0.0,0,0.0,21,263.0,0.00952381,0.030952381,0.0,0.0,Mar,2,6,1,3,Returning_Visitor,False,False,Social Media,False
1213,0,0.0,0,0.0,6,193.0,0.0,0.033333333,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,True,False,Social Media,False
1214,0,0.0,0,0.0,3,38.0,0.1,0.122222222,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1215,0,0.0,0,0.0,8,116.0,0.025,0.1,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False,Direct/Organic,False
1216,3,31.33333333,0,0.0,33,1077.869048,0.0015625,0.01953125,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False,Referral,False
1217,0,0.0,0,0.0,5,266.3333333,0.04,0.08,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False,Social Media,False
1218,0,0.0,0,0.0,3,17.0,0.0,0.033333333,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False,Social Media,False
1219,0,0.0,0,0.0,3,67.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,True,False,Social Media,False
1220,3,81.0,1,0.0,28,499.6666667,0.0,0.022222222,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False,Direct/Organic,False
1221,1,5.5,0,0.0,7,286.0,0.025,0.05,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,Direct/Organic,False
1222,4,81.0,0,0.0,8,112.7285714,0.0,0.02,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,Direct/Organic,False
1223,1,18.0,0,0.0,24,1571.0,0.0,0.016666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,False,False,Social Media,False
1224,0,0.0,0,0.0,11,241.0,0.0,0.018181818,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False,Direct/Organic,False
1225,0,0.0,0,0.0,11,187.0,0.031818182,0.068181818,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1226,3,91.0,2,338.0,11,451.0,0.0,0.006666667,45.7504,0.0,Mar,2,2,1,10,New_Visitor,False,True,Other,False
1227,2,85.5,0,0.0,42,1741.483333,0.0,0.002051282,27.12804201,0.0,Mar,2,10,1,1,Returning_Visitor,False,False,Direct/Organic,False
1228,1,42.0,2,80.5,46,838.6833333,0.0,0.015416667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False,Other,False
1229,5,36.33333333,3,53.0,22,406.0,0.002564103,0.013461538,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,False,Direct/Organic,False
1230,0,0.0,0,0.0,18,437.1875,0.011111111,0.006878307,0.0,0.0,Mar,1,1,7,9,Returning_Visitor,True,False,Other,False
1231,2,33.0,0,0.0,28,898.5,0.0,0.013333333,0.0,0.0,Mar,2,10,6,10,Returning_Visitor,False,False,Other,False
1232,0,0.0,0,0.0,19,215.75,0.0,0.021052632,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False,Other,False
1233,7,110.25,0,0.0,20,266.5833333,0.011111111,0.039753086,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1234,0,0.0,0,0.0,6,546.0,0.0,0.04,35.49,0.0,Mar,2,2,3,1,Returning_Visitor,False,True,Direct/Organic,False
1235,0,0.0,0,0.0,16,2156.0,0.01875,0.035416667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False,Direct/Organic,False
1236,0,0.0,0,0.0,17,557.1666667,0.023529412,0.049509804,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1237,2,27.0,1,35.0,19,461.05,0.016666667,0.026190476,16.33942857,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1238,0,0.0,0,0.0,18,1473.333333,0.011111111,0.044444444,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False,Referral,False
1239,4,155.5,0,0.0,13,474.8333333,0.0,0.00625,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1240,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,4,1,Returning_Visitor,False,False,Direct/Organic,False
1241,0,0.0,0,0.0,6,212.0,0.026666667,0.03968254,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,Direct/Organic,False
1242,5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0.0,Mar,1,8,1,11,New_Visitor,False,False,Other,False
1243,0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,True,False,Referral,False
1244,0,0.0,0,0.0,5,136.6666667,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,Other,False
1245,0,0.0,0,0.0,10,243.2,0.02,0.04,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False,Direct/Organic,False
1246,0,0.0,0,0.0,12,459.0,0.0,0.02,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,Direct/Organic,False
1247,5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1248,4,985.5,4,308.0,6,328.0,0.0,0.015384615,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,Referral,False
1249,0,0.0,0,0.0,3,36.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,Referral,False
1250,0,0.0,0,0.0,20,518.6666667,0.0,0.011111111,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False,Direct/Organic,False
1251,7,606.0,1,33.0,26,631.4583333,0.0,0.007142857,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,False,Referral,False
1252,11,1640.590909,0,0.0,16,1849.833333,0.0,0.013636364,10.78136364,0.0,Mar,1,1,2,3,Returning_Visitor,False,False,Social Media,False
1253,1,0.0,0,0.0,8,436.0,0.0,0.022222222,0.0,0.0,Mar,2,4,6,1,Returning_Visitor,True,False,Direct/Organic,False
1254,0,0.0,0,0.0,5,132.0,0.0,0.04,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False,Direct/Organic,False
1255,2,63.0,0,0.0,35,850.3333333,0.0,0.005405405,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False,Referral,False
1256,11,228.0277778,1,32.0,17,457.7957265,0.007258065,0.044351348,0.0,0.0,Mar,1,2,9,8,Returning_Visitor,False,False,Other,False
1257,0,0.0,0,0.0,5,143.0,0.0,0.04,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,Direct/Organic,False
1258,6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0.0,Mar,2,4,2,2,Returning_Visitor,True,True,Referral,False
1259,3,76.0,0,0.0,24,1038.845238,0.0,0.008333333,0.0,0.0,Mar,2,2,4,3,New_Visitor,False,False,Social Media,False
1260,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False,Direct/Organic,False
1261,0,0.0,0,0.0,6,216.0,0.0,0.033333333,0.0,0.0,Mar,2,4,7,10,Returning_Visitor,False,False,Other,False
1262,2,11.0,0,0.0,20,363.6666667,0.01,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False,Social Media,False
1263,1,0.0,0,0.0,17,1314.25,0.045833333,0.1,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,Direct/Organic,False
1264,0,0.0,0,0.0,5,146.0,0.146666667,0.186666667,0.0,0.0,Mar,3,2,7,3,Returning_Visitor,False,False,Social Media,False
1265,0,0.0,0,0.0,8,228.0,0.0,0.028571429,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,False,Referral,False
1266,0,0.0,0,0.0,11,419.75,0.0,0.006060606,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,Direct/Organic,False
1267,0,0.0,0,0.0,15,270.0,0.028571429,0.035714286,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False,Direct/Organic,False
1268,1,1.333333333,0,0.0,32,395.2222222,0.006060606,0.011111111,0.0,0.0,Mar,2,4,1,2,Returning_Visitor,True,False,Referral,False
1269,0,0.0,0,0.0,4,9.0,0.1,0.15,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,Direct/Organic,False
1270,0,0.0,0,0.0,17,945.0108696,0.006334842,0.023889556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False,Other,False
1271,0,0.0,0,0.0,3,90.0,0.0,0.066666667,0.0,0.0,Mar,1,2,5,10,Returning_Visitor,False,False,Other,False
1272,0,0.0,1,55.0,9,936.8333333,0.0,0.022222222,53.25533333,0.0,Mar,1,1,1,2,Returning_Visitor,True,True,Referral,False
1273,0,0.0,0,0.0,3,8.0,0.0,0.066666667,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,Direct/Organic,False
1274,0,0.0,0,0.0,20,447.5,0.02,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1275,5,310.0,1,73.0,16,416.4,0.0,0.011111111,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False,Referral,False
1276,5,1417.5,0,0.0,36,1051.248276,0.0,0.002293202,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,True,False,Referral,False
1277,3,960.0,0,0.0,10,1218.0,0.0,0.018181818,0.0,0.0,Mar,2,5,1,2,New_Visitor,False,False,Referral,False
1278,2,18.0,0,0.0,15,756.3333333,0.0125,0.0625,29.24325,0.0,Mar,2,10,3,1,Returning_Visitor,False,True,Direct/Organic,False
1279,0,0.0,0,0.0,5,210.0,0.12,0.16,0.0,0.0,Mar,1,10,1,1,Returning_Visitor,False,False,Direct/Organic,False
1280,2,52.0,0,0.0,24,427.0833333,0.026388889,0.059722222,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1281,0,0.0,0,0.0,2,31.0,0.0,0.025,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False,Social Media,False
1282,0,0.0,0,0.0,4,388.0,0.05,0.075,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False,Direct/Organic,False
1283,0,0.0,0,0.0,4,151.5,0.0,0.05,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,Direct/Organic,False
1284,2,18.33333333,0,0.0,36,1387.606061,0.005263158,0.025438596,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,True,False,Direct/Organic,False
1285,5,106.0,0,0.0,30,1418.0,0.0,0.010344828,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False,Referral,False
1286,6,91.88888889,0,0.0,25,437.2222222,0.028571429,0.035,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False,Direct/Organic,False
1287,3,18.0,0,0.0,14,411.5,0.0,0.023529412,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False,Referral,False
1288,2,36.0,0,0.0,13,142.0,0.0,0.013333333,0.0,0.0,Mar,4,2,4,8,Returning_Visitor,False,False,Other,False
1289,0,0.0,1,28.0,13,474.6666667,0.0,0.014285714,33.41,0.0,Mar,2,2,1,6,Returning_Visitor,False,True,Other,False
1290,2,17.0,0,0.0,20,1415.625,0.012698413,0.044761905,32.578313,0.0,Mar,3,3,1,10,Returning_Visitor,False,False,Other,False
1291,0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False,Direct/Organic,False
1292,7,139.5,0,0.0,30,1448.752381,0.006060606,0.012878788,0.0,0.0,Mar,1,2,3,2,New_Visitor,False,False,Referral,False
1293,0,0.0,0,0.0,3,96.5,0.0,0.022222222,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False,Social Media,False
1294,4,178.0,2,209.0,17,2777.666667,0.0,0.009090909,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False,Direct/Organic,False
1295,3,180.0,0,0.0,12,1436.5,0.0,0.013333333,27.75904925,0.0,Mar,2,2,2,2,Returning_Visitor,True,True,Referral,False
1296,2,107.3333333,0,0.0,8,224.0,0.0,0.01,0.0,0.0,Mar,1,2,7,2,Returning_Visitor,True,False,Referral,False
1297,4,52.0,1,7.0,46,3087.0,0.003773585,0.021383648,16.94643793,0.0,Mar,2,2,3,8,Returning_Visitor,False,True,Other,False
1298,2,211.0,1,58.0,71,3424.583333,0.001315789,0.015,0.0,0.0,Mar,2,2,5,3,Returning_Visitor,True,False,Social Media,False
1299,0,0.0,2,46.0,9,546.0,0.0,0.02,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False,Referral,False
1300,1,4.0,0,0.0,43,1418.5,0.0,0.018181818,0.0,0.0,Mar,4,1,2,3,Returning_Visitor,True,False,Social Media,False
