User ID,N_Touchpoints,Channel_Sequence,First_Touch_Channel,First_Touch_Campaign,Last_Touch_Channel,Last_Touch_Campaign,Converted,All_Campaigns
27438,3,Referral -> Search Ads -> Social Media,Referral,-,Social Media,-,TRUE,"-, Discount Offer"
27452,2,Email -> Search Ads,Email,Brand Awareness,Search Ads,Winter Sale,TRUE,"Winter Sale, Brand Awareness"
27463,3,Display Ads -> Social Media -> Referral,Display Ads,Retargeting,Referral,Discount Offer,TRUE,"Retargeting, Discount Offer"
27470,7,Referral -> Direct Traffic -> Display Ads -> Display Ads -> Direct Traffic -> Search Ads -> Referral,Referral,Brand Awareness,Referral,-,TRUE,"New Product Launch, -, Brand Awareness, Discount Offer"
27480,2,Referral -> Direct Traffic,Referral,Brand Awareness,Direct Traffic,-,TRUE,"-, Brand Awareness"
27505,2,Direct Traffic -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
27506,3,Email -> Direct Traffic -> Display Ads,Email,Retargeting,Display Ads,Retargeting,TRUE,"-, Retargeting"
27513,5,Direct Traffic -> Search Ads -> Referral -> Display Ads -> Display Ads,Direct Traffic,-,Display Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting, Discount Offer"
27541,2,Email -> Direct Traffic,Email,-,Direct Traffic,-,TRUE,-
27548,4,Direct Traffic -> Display Ads -> Direct Traffic -> Email,Direct Traffic,-,Email,-,TRUE,"-, Discount Offer"
27556,5,Email -> Referral -> Social Media -> Search Ads -> Display Ads,Email,Discount Offer,Display Ads,-,TRUE,"New Product Launch, -, Discount Offer"
27571,5,Referral -> Referral -> Search Ads -> Direct Traffic -> Search Ads,Referral,Discount Offer,Search Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting, Discount Offer"
27589,5,Email -> Display Ads -> Social Media -> Display Ads -> Direct Traffic,Email,Retargeting,Direct Traffic,-,TRUE,"Winter Sale, -, Brand Awareness, Retargeting"
27666,3,Search Ads -> Display Ads -> Search Ads,Search Ads,New Product Launch,Search Ads,-,TRUE,"Winter Sale, New Product Launch, -"
27700,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,-,FALSE,-
27726,2,Referral -> Direct Traffic,Referral,New Product Launch,Direct Traffic,-,FALSE,"New Product Launch, -"
27730,1,Email,Email,Discount Offer,Email,Discount Offer,FALSE,Discount Offer
27735,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
27767,3,Social Media -> Social Media -> Referral,Social Media,New Product Launch,Referral,Brand Awareness,TRUE,"New Product Launch, Brand Awareness"
27774,3,Direct Traffic -> Referral -> Search Ads,Direct Traffic,-,Search Ads,Winter Sale,TRUE,"Winter Sale, -, Retargeting"
27778,6,Direct Traffic -> Referral -> Direct Traffic -> Direct Traffic -> Social Media -> Display Ads,Direct Traffic,-,Display Ads,Brand Awareness,TRUE,"-, Brand Awareness, Retargeting"
27814,4,Display Ads -> Email -> Social Media -> Referral,Display Ads,Brand Awareness,Referral,Winter Sale,TRUE,"Winter Sale, -, Brand Awareness"
27925,4,Social Media -> Referral -> Display Ads -> Direct Traffic,Social Media,-,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -"
27942,5,Referral -> Search Ads -> Search Ads -> Referral -> Social Media,Referral,Winter Sale,Social Media,Winter Sale,TRUE,"Winter Sale, -, Brand Awareness"
27944,3,Display Ads -> Search Ads -> Social Media,Display Ads,-,Social Media,Discount Offer,TRUE,"-, Brand Awareness, Discount Offer"
27971,1,Display Ads,Display Ads,Retargeting,Display Ads,Retargeting,TRUE,Retargeting
28047,2,Email -> Social Media,Email,Discount Offer,Social Media,Winter Sale,TRUE,"Winter Sale, Discount Offer"
28134,3,Social Media -> Social Media -> Referral,Social Media,Winter Sale,Referral,-,TRUE,"Winter Sale, -, Brand Awareness"
28144,5,Referral -> Social Media -> Display Ads -> Direct Traffic -> Social Media,Referral,Winter Sale,Social Media,-,TRUE,"Winter Sale, New Product Launch, -, Retargeting"
28171,3,Direct Traffic -> Email -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
28194,3,Social Media -> Referral -> Social Media,Social Media,Brand Awareness,Social Media,Winter Sale,TRUE,"Winter Sale, Brand Awareness"
28246,2,Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,Winter Sale,TRUE,"Winter Sale, -"
28265,9,Display Ads -> Social Media -> Email -> Social Media -> Email -> Search Ads -> Direct Traffic -> Search Ads -> Referral,Display Ads,Brand Awareness,Referral,-,TRUE,"Winter Sale, -, Retargeting, Brand Awareness"
28268,4,Email -> Search Ads -> Email -> Referral,Email,New Product Launch,Referral,Discount Offer,TRUE,"New Product Launch, Retargeting, Discount Offer"
28289,3,Search Ads -> Email -> Email,Search Ads,New Product Launch,Email,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
28295,3,Referral -> Social Media -> Direct Traffic,Referral,Discount Offer,Direct Traffic,-,FALSE,"New Product Launch, -, Discount Offer"
28297,4,Display Ads -> Referral -> Display Ads -> Email,Display Ads,Discount Offer,Email,Winter Sale,FALSE,"Winter Sale, Brand Awareness, Discount Offer"
28385,8,Referral -> Referral -> Referral -> Display Ads -> Social Media -> Display Ads -> Email -> Social Media,Referral,Winter Sale,Social Media,-,TRUE,"Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
28387,3,Search Ads -> Display Ads -> Display Ads,Search Ads,Discount Offer,Display Ads,Brand Awareness,TRUE,"Winter Sale, Brand Awareness, Discount Offer"
28400,2,Direct Traffic -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
28413,1,Referral,Referral,-,Referral,-,FALSE,-
28459,4,Email -> Display Ads -> Social Media -> Search Ads,Email,Winter Sale,Search Ads,New Product Launch,TRUE,"Winter Sale, New Product Launch, Discount Offer"
28481,4,Email -> Social Media -> Social Media -> Email,Email,Winter Sale,Email,New Product Launch,TRUE,"Winter Sale, New Product Launch, Retargeting, Discount Offer"
28505,1,Email,Email,-,Email,-,TRUE,-
28511,5,Display Ads -> Email -> Display Ads -> Social Media -> Email,Display Ads,Brand Awareness,Email,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer"
28524,2,Social Media -> Search Ads,Social Media,Retargeting,Search Ads,-,TRUE,"-, Retargeting"
28556,2,Direct Traffic -> Referral,Direct Traffic,-,Referral,Discount Offer,FALSE,"-, Discount Offer"
28567,4,Email -> Email -> Search Ads -> Search Ads,Email,Winter Sale,Search Ads,Brand Awareness,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
28587,3,Display Ads -> Referral -> Referral,Display Ads,Brand Awareness,Referral,Winter Sale,TRUE,"Winter Sale, Brand Awareness, Discount Offer"
28589,5,Search Ads -> Search Ads -> Referral -> Search Ads -> Search Ads,Search Ads,Retargeting,Search Ads,-,TRUE,"New Product Launch, Retargeting, Discount Offer, -, Winter Sale"
28594,1,Search Ads,Search Ads,-,Search Ads,-,TRUE,-
28623,5,Direct Traffic -> Display Ads -> Search Ads -> Direct Traffic -> Referral,Direct Traffic,-,Referral,Discount Offer,TRUE,"-, Discount Offer"
28721,3,Search Ads -> Social Media -> Search Ads,Search Ads,Winter Sale,Search Ads,New Product Launch,FALSE,"Winter Sale, New Product Launch"
28729,3,Email -> Direct Traffic -> Search Ads,Email,-,Search Ads,Discount Offer,TRUE,"-, Discount Offer"
28751,2,Social Media -> Email,Social Media,Retargeting,Email,New Product Launch,FALSE,"New Product Launch, Retargeting"
28848,2,Referral -> Direct Traffic,Referral,New Product Launch,Direct Traffic,-,FALSE,"New Product Launch, -"
28870,3,Display Ads -> Email -> Email,Display Ads,New Product Launch,Email,Brand Awareness,TRUE,"New Product Launch, -, Brand Awareness"
28912,4,Referral -> Social Media -> Direct Traffic -> Social Media,Referral,New Product Launch,Social Media,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
28918,4,Direct Traffic -> Search Ads -> Direct Traffic -> Display Ads,Direct Traffic,-,Display Ads,Retargeting,TRUE,"-, Retargeting"
28919,4,Email -> Referral -> Email -> Referral,Email,-,Referral,New Product Launch,FALSE,"New Product Launch, -"
28948,3,Display Ads -> Social Media -> Direct Traffic,Display Ads,-,Direct Traffic,-,TRUE,"-, Discount Offer"
28965,1,Display Ads,Display Ads,New Product Launch,Display Ads,New Product Launch,FALSE,New Product Launch
28985,6,Direct Traffic -> Display Ads -> Direct Traffic -> Social Media -> Email -> Referral,Direct Traffic,-,Referral,Brand Awareness,TRUE,"New Product Launch, -, Brand Awareness"
28998,4,Direct Traffic -> Direct Traffic -> Email -> Email,Direct Traffic,-,Email,Brand Awareness,TRUE,"-, Brand Awareness"
29015,4,Direct Traffic -> Social Media -> Email -> Referral,Direct Traffic,-,Referral,Retargeting,TRUE,"Winter Sale, -, Retargeting"
29031,4,Direct Traffic -> Social Media -> Search Ads -> Email,Direct Traffic,-,Email,-,TRUE,"Winter Sale, -, Retargeting"
29096,1,Email,Email,-,Email,-,TRUE,-
29109,5,Display Ads -> Social Media -> Direct Traffic -> Search Ads -> Referral,Display Ads,Brand Awareness,Referral,Discount Offer,TRUE,"New Product Launch, -, Brand Awareness, Discount Offer"
29113,4,Direct Traffic -> Direct Traffic -> Social Media -> Display Ads,Direct Traffic,-,Display Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting"
29114,2,Social Media -> Referral,Social Media,New Product Launch,Referral,-,FALSE,"New Product Launch, -"
29149,3,Social Media -> Direct Traffic -> Search Ads,Social Media,New Product Launch,Search Ads,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
29164,4,Social Media -> Search Ads -> Referral -> Display Ads,Social Media,Winter Sale,Display Ads,Discount Offer,TRUE,"Winter Sale, -, Discount Offer"
29196,3,Search Ads -> Email -> Display Ads,Search Ads,New Product Launch,Display Ads,Retargeting,TRUE,"New Product Launch, Retargeting, Discount Offer"
29206,5,Search Ads -> Direct Traffic -> Direct Traffic -> Email -> Search Ads,Search Ads,Discount Offer,Search Ads,New Product Launch,TRUE,"New Product Launch, -, Discount Offer"
29238,6,Search Ads -> Direct Traffic -> Direct Traffic -> Search Ads -> Social Media -> Social Media,Search Ads,Winter Sale,Social Media,Discount Offer,TRUE,"Winter Sale, -, Discount Offer"
29261,1,Email,Email,Brand Awareness,Email,Brand Awareness,FALSE,Brand Awareness
29272,4,Social Media -> Social Media -> Search Ads -> Direct Traffic,Social Media,Discount Offer,Direct Traffic,-,TRUE,"-, Discount Offer"
29328,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,FALSE,-
29368,4,Search Ads -> Referral -> Search Ads -> Social Media,Search Ads,-,Social Media,Retargeting,TRUE,"Winter Sale, -, Retargeting"
29395,4,Direct Traffic -> Social Media -> Direct Traffic -> Search Ads,Direct Traffic,-,Search Ads,Retargeting,TRUE,"-, Retargeting, Brand Awareness"
29440,5,Social Media -> Social Media -> Email -> Search Ads -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,TRUE,"Winter Sale, -, Brand Awareness, Discount Offer"
29461,5,Display Ads -> Social Media -> Referral -> Email -> Referral,Display Ads,Winter Sale,Referral,New Product Launch,TRUE,"Winter Sale, New Product Launch, Discount Offer"
29505,3,Social Media -> Display Ads -> Search Ads,Social Media,-,Search Ads,Retargeting,TRUE,"Winter Sale, -, Retargeting"
29648,3,Referral -> Social Media -> Search Ads,Referral,Discount Offer,Search Ads,Discount Offer,TRUE,"Winter Sale, Discount Offer"
29664,2,Direct Traffic -> Social Media,Direct Traffic,-,Social Media,-,TRUE,-
29679,2,Direct Traffic -> Email,Direct Traffic,-,Email,New Product Launch,TRUE,"New Product Launch, -"
29709,4,Social Media -> Search Ads -> Referral -> Social Media,Social Media,New Product Launch,Social Media,Discount Offer,TRUE,"New Product Launch, Brand Awareness, Discount Offer"
29719,5,Direct Traffic -> Social Media -> Email -> Email -> Social Media,Direct Traffic,-,Social Media,Discount Offer,TRUE,"Winter Sale, -, Brand Awareness, Discount Offer"
29734,4,Email -> Display Ads -> Display Ads -> Social Media,Email,Winter Sale,Social Media,Brand Awareness,TRUE,"Winter Sale, Brand Awareness, Retargeting, Discount Offer"
29773,3,Social Media -> Social Media -> Search Ads,Social Media,Brand Awareness,Search Ads,Discount Offer,TRUE,"Winter Sale, Brand Awareness, Discount Offer"
29785,4,Email -> Display Ads -> Email -> Direct Traffic,Email,Brand Awareness,Direct Traffic,-,TRUE,"Winter Sale, -, Retargeting, Brand Awareness"
29800,2,Display Ads -> Direct Traffic,Display Ads,New Product Launch,Direct Traffic,-,TRUE,"New Product Launch, -"
29809,10,Referral -> Direct Traffic -> Direct Traffic -> Display Ads -> Search Ads -> Direct Traffic -> Email -> Search Ads -> Display Ads -> Referral,Referral,Discount Offer,Referral,Brand Awareness,TRUE,"Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
29834,2,Social Media -> Email,Social Media,Brand Awareness,Email,Winter Sale,TRUE,"Winter Sale, Brand Awareness"
29837,6,Direct Traffic -> Direct Traffic -> Email -> Email -> Social Media -> Referral,Direct Traffic,-,Referral,Brand Awareness,TRUE,"New Product Launch, Retargeting, Brand Awareness, -, Winter Sale"
29844,4,Email -> Email -> Search Ads -> Email,Email,Winter Sale,Email,Retargeting,FALSE,"Winter Sale, Retargeting, Discount Offer"
29877,7,Direct Traffic -> Email -> Referral -> Display Ads -> Display Ads -> Display Ads -> Email,Direct Traffic,-,Email,Winter Sale,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
29914,6,Email -> Search Ads -> Social Media -> Display Ads -> Email -> Social Media,Email,Brand Awareness,Social Media,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, -, Winter Sale"
30026,3,Referral -> Email -> Referral,Referral,New Product Launch,Referral,New Product Launch,TRUE,"New Product Launch, Retargeting"
30087,4,Social Media -> Social Media -> Referral -> Email,Social Media,New Product Launch,Email,-,FALSE,"Winter Sale, New Product Launch, -"
30136,4,Social Media -> Social Media -> Search Ads -> Display Ads,Social Media,New Product Launch,Display Ads,Discount Offer,FALSE,"New Product Launch, -, Discount Offer"
30141,1,Search Ads,Search Ads,Retargeting,Search Ads,Retargeting,TRUE,Retargeting
30155,6,Social Media -> Direct Traffic -> Social Media -> Search Ads -> Search Ads -> Search Ads,Social Media,-,Search Ads,Retargeting,TRUE,"-, Retargeting, Brand Awareness, Discount Offer"
30274,5,Search Ads -> Social Media -> Display Ads -> Direct Traffic -> Social Media,Search Ads,Winter Sale,Social Media,Retargeting,TRUE,"Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
30280,2,Direct Traffic -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,-
30299,7,Email -> Social Media -> Search Ads -> Direct Traffic -> Referral -> Direct Traffic -> Search Ads,Email,Discount Offer,Search Ads,Winter Sale,TRUE,"Winter Sale, -, Retargeting, Discount Offer"
30339,3,Direct Traffic -> Display Ads -> Referral,Direct Traffic,-,Referral,Winter Sale,TRUE,"Winter Sale, -"
30380,4,Email -> Social Media -> Social Media -> Search Ads,Email,Winter Sale,Search Ads,New Product Launch,TRUE,"Winter Sale, New Product Launch"
30419,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,FALSE,-
30429,4,Email -> Direct Traffic -> Display Ads -> Search Ads,Email,Winter Sale,Search Ads,-,TRUE,"Winter Sale, -"
30443,1,Search Ads,Search Ads,Discount Offer,Search Ads,Discount Offer,FALSE,Discount Offer
30446,3,Social Media -> Display Ads -> Display Ads,Social Media,Retargeting,Display Ads,Brand Awareness,TRUE,"New Product Launch, Brand Awareness, Retargeting"
30447,3,Social Media -> Display Ads -> Search Ads,Social Media,Discount Offer,Search Ads,Winter Sale,TRUE,"Winter Sale, Discount Offer"
30460,7,Direct Traffic -> Social Media -> Display Ads -> Search Ads -> Display Ads -> Display Ads -> Social Media,Direct Traffic,-,Social Media,Retargeting,TRUE,"Winter Sale, New Product Launch, -, Retargeting"
30468,5,Social Media -> Referral -> Search Ads -> Referral -> Search Ads,Social Media,-,Search Ads,Retargeting,TRUE,"-, Retargeting, Brand Awareness, Discount Offer"
30521,4,Display Ads -> Email -> Referral -> Email,Display Ads,Discount Offer,Email,Retargeting,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer"
30544,1,Referral,Referral,Discount Offer,Referral,Discount Offer,TRUE,Discount Offer
30578,8,Direct Traffic -> Referral -> Search Ads -> Search Ads -> Search Ads -> Social Media -> Referral -> Referral,Direct Traffic,-,Referral,Discount Offer,TRUE,"New Product Launch, -, Retargeting, Discount Offer"
30582,4,Email -> Referral -> Social Media -> Social Media,Email,Brand Awareness,Social Media,New Product Launch,TRUE,"Winter Sale, New Product Launch, Brand Awareness"
30588,3,Display Ads -> Referral -> Display Ads,Display Ads,Discount Offer,Display Ads,Brand Awareness,TRUE,"Brand Awareness, Discount Offer"
30607,4,Social Media -> Referral -> Search Ads -> Email,Social Media,New Product Launch,Email,Retargeting,TRUE,"New Product Launch, Retargeting"
30628,1,Social Media,Social Media,Brand Awareness,Social Media,Brand Awareness,TRUE,Brand Awareness
30651,4,Email -> Email -> Search Ads -> Referral,Email,New Product Launch,Referral,-,TRUE,"New Product Launch, -, Discount Offer"
30664,5,Referral -> Email -> Social Media -> Social Media -> Email,Referral,-,Email,-,TRUE,"New Product Launch, -, Discount Offer"
30675,6,Direct Traffic -> Direct Traffic -> Display Ads -> Referral -> Social Media -> Email,Direct Traffic,-,Email,Retargeting,TRUE,"-, Retargeting, Brand Awareness, Discount Offer"
30694,2,Social Media -> Direct Traffic,Social Media,New Product Launch,Direct Traffic,-,FALSE,"New Product Launch, -"
30820,5,Social Media -> Social Media -> Referral -> Display Ads -> Email,Social Media,-,Email,Brand Awareness,TRUE,"-, Brand Awareness, Discount Offer"
30842,3,Referral -> Email -> Referral,Referral,Winter Sale,Referral,Retargeting,TRUE,"Winter Sale, New Product Launch, Retargeting"
30845,5,Referral -> Display Ads -> Display Ads -> Referral -> Email,Referral,Brand Awareness,Email,Retargeting,TRUE,"New Product Launch, Retargeting, Brand Awareness"
30888,3,Direct Traffic -> Social Media -> Display Ads,Direct Traffic,-,Display Ads,Discount Offer,TRUE,"New Product Launch, -, Discount Offer"
30895,3,Direct Traffic -> Display Ads -> Email,Direct Traffic,-,Email,New Product Launch,TRUE,"New Product Launch, -, Discount Offer"
30910,4,Referral -> Display Ads -> Referral -> Social Media,Referral,Discount Offer,Social Media,-,TRUE,"Winter Sale, -, Discount Offer"
30955,3,Direct Traffic -> Social Media -> Display Ads,Direct Traffic,-,Display Ads,Retargeting,TRUE,"-, Retargeting"
30977,3,Social Media -> Referral -> Search Ads,Social Media,-,Search Ads,New Product Launch,TRUE,"New Product Launch, -"
30987,1,Email,Email,New Product Launch,Email,New Product Launch,TRUE,New Product Launch
30989,4,Search Ads -> Email -> Display Ads -> Display Ads,Search Ads,New Product Launch,Display Ads,Winter Sale,TRUE,"Winter Sale, New Product Launch, Brand Awareness"
31012,4,Social Media -> Display Ads -> Search Ads -> Email,Social Media,Brand Awareness,Email,-,TRUE,"-, Retargeting, Brand Awareness, Discount Offer"
31021,5,Social Media -> Display Ads -> Referral -> Social Media -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,TRUE,"Winter Sale, New Product Launch, -"
31070,4,Direct Traffic -> Email -> Referral -> Social Media,Direct Traffic,-,Social Media,-,TRUE,"New Product Launch, -, Retargeting"
31126,4,Email -> Search Ads -> Email -> Search Ads,Email,Brand Awareness,Search Ads,New Product Launch,TRUE,"New Product Launch, -, Brand Awareness, Discount Offer"
31133,4,Search Ads -> Referral -> Display Ads -> Direct Traffic,Search Ads,Discount Offer,Direct Traffic,-,TRUE,"Winter Sale, -, Discount Offer"
31134,6,Search Ads -> Search Ads -> Search Ads -> Email -> Search Ads -> Direct Traffic,Search Ads,Retargeting,Direct Traffic,-,TRUE,"-, Brand Awareness, Retargeting"
31158,1,Referral,Referral,Brand Awareness,Referral,Brand Awareness,FALSE,Brand Awareness
31185,3,Social Media -> Search Ads -> Display Ads,Social Media,-,Display Ads,-,TRUE,"Winter Sale, -"
31190,2,Referral -> Search Ads,Referral,Discount Offer,Search Ads,New Product Launch,FALSE,"New Product Launch, Discount Offer"
31200,3,Referral -> Search Ads -> Referral,Referral,-,Referral,Retargeting,TRUE,"-, Retargeting, Discount Offer"
31210,3,Search Ads -> Direct Traffic -> Email,Search Ads,-,Email,-,FALSE,-
31213,7,Display Ads -> Email -> Direct Traffic -> Search Ads -> Email -> Search Ads -> Display Ads,Display Ads,Winter Sale,Display Ads,Brand Awareness,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
31219,2,Social Media -> Email,Social Media,Winter Sale,Email,New Product Launch,TRUE,"Winter Sale, New Product Launch"
31273,5,Display Ads -> Referral -> Referral -> Social Media -> Search Ads,Display Ads,Brand Awareness,Search Ads,Winter Sale,TRUE,"Winter Sale, Retargeting, Brand Awareness"
31275,2,Display Ads -> Social Media,Display Ads,Retargeting,Social Media,Retargeting,TRUE,Retargeting
31278,4,Social Media -> Direct Traffic -> Display Ads -> Search Ads,Social Media,Retargeting,Search Ads,-,TRUE,"-, Retargeting"
31285,1,Referral,Referral,Brand Awareness,Referral,Brand Awareness,TRUE,Brand Awareness
31308,4,Display Ads -> Social Media -> Social Media -> Direct Traffic,Display Ads,-,Direct Traffic,-,TRUE,"-, Brand Awareness"
31324,2,Social Media -> Direct Traffic,Social Media,-,Direct Traffic,-,TRUE,-
31340,6,Direct Traffic -> Direct Traffic -> Referral -> Direct Traffic -> Email -> Direct Traffic,Direct Traffic,-,Direct Traffic,-,TRUE,"New Product Launch, -, Brand Awareness"
31439,1,Social Media,Social Media,Brand Awareness,Social Media,Brand Awareness,FALSE,Brand Awareness
31581,4,Email -> Search Ads -> Search Ads -> Social Media,Email,New Product Launch,Social Media,Discount Offer,TRUE,"New Product Launch, Discount Offer"
31631,1,Referral,Referral,New Product Launch,Referral,New Product Launch,FALSE,New Product Launch
31643,4,Referral -> Direct Traffic -> Direct Traffic -> Display Ads,Referral,-,Display Ads,Retargeting,TRUE,"-, Retargeting"
31658,1,Search Ads,Search Ads,Brand Awareness,Search Ads,Brand Awareness,FALSE,Brand Awareness
31679,8,Email -> Direct Traffic -> Direct Traffic -> Social Media -> Referral -> Direct Traffic -> Search Ads -> Email,Email,Winter Sale,Email,Brand Awareness,TRUE,"New Product Launch, Retargeting, Brand Awareness, -, Winter Sale"
31680,2,Referral -> Email,Referral,Discount Offer,Email,Winter Sale,FALSE,"Winter Sale, Discount Offer"
31703,5,Referral -> Direct Traffic -> Email -> Referral -> Social Media,Referral,Winter Sale,Social Media,Retargeting,TRUE,"Winter Sale, -, Retargeting, Brand Awareness"
31723,7,Email -> Social Media -> Email -> Search Ads -> Search Ads -> Referral -> Search Ads,Email,Winter Sale,Search Ads,Retargeting,TRUE,"New Product Launch, Retargeting, Brand Awareness, Discount Offer, -, Winter Sale"
31763,4,Search Ads -> Search Ads -> Social Media -> Display Ads,Search Ads,-,Display Ads,-,FALSE,"New Product Launch, -"
31833,3,Social Media -> Search Ads -> Direct Traffic,Social Media,Brand Awareness,Direct Traffic,-,TRUE,"New Product Launch, -, Brand Awareness"
31868,1,Direct Traffic,Direct Traffic,-,Direct Traffic,-,FALSE,-
31889,3,Email -> Display Ads -> Email,Email,Winter Sale,Email,Brand Awareness,FALSE,"Winter Sale, -, Brand Awareness"
31901,4,Referral -> Search Ads -> Direct Traffic -> Social Media,Referral,Winter Sale,Social Media,Retargeting,TRUE,"Winter Sale, -, Retargeting"
31937,4,Social Media -> Search Ads -> Search Ads -> Referral,Social Media,New Product Launch,Referral,Brand Awareness,TRUE,"Winter Sale, New Product Launch, Brand Awareness, Discount Offer"
32052,2,Social Media -> Direct Traffic,Social Media,Retargeting,Direct Traffic,-,TRUE,"-, Retargeting"
32120,3,Email -> Email -> Direct Traffic,Email,Brand Awareness,Direct Traffic,-,TRUE,"-, Brand Awareness"
32160,4,Display Ads -> Email -> Referral -> Display Ads,Display Ads,Winter Sale,Display Ads,Winter Sale,FALSE,"Winter Sale, New Product Launch, Discount Offer"
32299,4,Direct Traffic -> Display Ads -> Referral -> Referral,Direct Traffic,-,Referral,Retargeting,TRUE,"-, Brand Awareness, Retargeting"
32344,5,Social Media -> Email -> Referral -> Display Ads -> Display Ads,Social Media,Retargeting,Display Ads,Brand Awareness,TRUE,"Winter Sale, New Product Launch, Brand Awareness, Retargeting"
32377,1,Referral,Referral,Discount Offer,Referral,Discount Offer,FALSE,Discount Offer
32391,5,Referral -> Email -> Email -> Search Ads -> Display Ads,Referral,Retargeting,Display Ads,New Product Launch,TRUE,"New Product Launch, Retargeting, Brand Awareness, -, Winter Sale"
32402,5,Direct Traffic -> Social Media -> Direct Traffic -> Email -> Email,Direct Traffic,-,Email,Brand Awareness,TRUE,"Winter Sale, New Product Launch, -, Brand Awareness"
32424,3,Search Ads -> Referral -> Referral,Search Ads,Brand Awareness,Referral,Discount Offer,TRUE,"Brand Awareness, Discount Offer"
32477,6,Search Ads -> Display Ads -> Email -> Search Ads -> Referral -> Display Ads,Search Ads,Winter Sale,Display Ads,Winter Sale,TRUE,"Winter Sale, New Product Launch, -"
32550,3,Email -> Display Ads -> Display Ads,Email,Brand Awareness,Display Ads,Discount Offer,TRUE,"Brand Awareness, Discount Offer"
32562,4,Direct Traffic -> Email -> Social Media -> Email,Direct Traffic,-,Email,Brand Awareness,TRUE,"Winter Sale, -, Brand Awareness"
32651,4,Referral -> Direct Traffic -> Referral -> Referral,Referral,-,Referral,Winter Sale,TRUE,"Winter Sale, New Product Launch, -"
32663,3,Email -> Email -> Referral,Email,Winter Sale,Referral,Winter Sale,FALSE,"Winter Sale, Brand Awareness"
32685,2,Referral -> Social Media,Referral,Winter Sale,Social Media,Brand Awareness,FALSE,"Winter Sale, Brand Awareness"
32692,6,Social Media -> Search Ads -> Social Media -> Search Ads -> Referral -> Direct Traffic,Social Media,Winter Sale,Direct Traffic,-,TRUE,"New Product Launch, Brand Awareness, Discount Offer, -, Winter Sale"
32709,3,Referral -> Display Ads -> Display Ads,Referral,Winter Sale,Display Ads,Brand Awareness,TRUE,"Winter Sale, Brand Awareness, Discount Offer"
32739,3,Display Ads -> Social Media -> Search Ads,Display Ads,Retargeting,Search Ads,-,TRUE,"Winter Sale, -, Retargeting"
32828,4,Referral -> Display Ads -> Referral -> Search Ads,Referral,Retargeting,Search Ads,-,TRUE,"-, Retargeting, Discount Offer"
32839,9,Email -> Direct Traffic -> Email -> Direct Traffic -> Referral -> Search Ads -> Email -> Email -> Referral,Email,-,Referral,Discount Offer,TRUE,"Winter Sale, -, Discount Offer"
32877,4,Display Ads -> Search Ads -> Search Ads -> Social Media,Display Ads,Winter Sale,Social Media,Winter Sale,TRUE,"Winter Sale, Retargeting"
32882,6,Email -> Referral -> Social Media -> Email -> Direct Traffic -> Email,Email,New Product Launch,Email,Discount Offer,TRUE,"Winter Sale, New Product Launch, -, Discount Offer"
32883,3,Social Media -> Display Ads -> Social Media,Social Media,Brand Awareness,Social Media,Discount Offer,TRUE,"-, Brand Awareness, Discount Offer"
32897,4,Search Ads -> Direct Traffic -> Search Ads -> Referral,Search Ads,New Product Launch,Referral,New Product Launch,TRUE,"New Product Launch, -, Discount Offer"
32900,3,Email -> Email -> Email,Email,Retargeting,Email,New Product Launch,TRUE,"New Product Launch, Brand Awareness, Retargeting"
32914,4,Email -> Display Ads -> Search Ads -> Email,Email,Discount Offer,Email,Brand Awareness,TRUE,"Winter Sale, -, Brand Awareness, Discount Offer"
32954,3,Social Media -> Social Media -> Email,Social Media,New Product Launch,Email,-,FALSE,"New Product Launch, -, Retargeting"
