User ID,Timestamp,Channel,Campaign,Conversion
33382,2/11/2025 11:05,Display Ads,Discount Offer,No
96015,2/11/2025 15:31,Direct Traffic,-,Yes
32883,2/11/2025 11:44,Social Media,Discount Offer,No
52553,2/10/2025 11:34,Social Media,New Product Launch,Yes
88293,2/10/2025 21:25,Social Media,Brand Awareness,No
63990,2/10/2025 16:21,Direct Traffic,-,Yes
88094,2/11/2025 3:55,Display Ads,Brand Awareness,Yes
88142,2/10/2025 13:06,Referral,Retargeting,Yes
15578,2/11/2025 1:08,Search Ads,Brand Awareness,No
73999,2/11/2025 8:20,Email,-,No
90712,2/10/2025 4:57,Referral,Brand Awareness,No
68849,2/10/2025 5:51,Display Ads,Retargeting,No
75302,2/11/2025 15:45,Referral,-,Yes
58703,2/11/2025 1:00,Search Ads,Retargeting,No
53151,2/11/2025 2:13,Search Ads,New Product Launch,No
83947,2/10/2025 11:42,Display Ads,New Product Launch,Yes
86715,2/10/2025 22:43,Referral,Discount Offer,Yes
36676,2/10/2025 1:03,Search Ads,-,Yes
84492,2/10/2025 18:40,Search Ads,-,No
93474,2/11/2025 14:48,Social Media,-,Yes
45058,2/11/2025 1:30,Email,New Product Launch,No
91390,2/11/2025 11:29,Search Ads,Discount Offer,No
80575,2/11/2025 8:42,Direct Traffic,-,Yes
82708,2/10/2025 4:00,Email,Brand Awareness,No
90090,2/11/2025 13:24,Direct Traffic,-,No
84567,2/10/2025 2:53,Display Ads,Retargeting,Yes
56072,2/10/2025 23:50,Search Ads,-,Yes
19644,2/11/2025 0:04,Social Media,New Product Launch,No
83481,2/10/2025 18:56,Display Ads,Winter Sale,Yes
10654,2/10/2025 8:53,Email,-,Yes
61983,2/11/2025 14:41,Referral,Retargeting,Yes
51057,2/10/2025 23:30,Direct Traffic,-,No
85459,2/10/2025 13:37,Social Media,Winter Sale,No
24221,2/11/2025 19:52,Email,Winter Sale,Yes
45564,2/11/2025 2:17,Email,Discount Offer,Yes
62212,2/11/2025 23:29,Display Ads,New Product Launch,Yes
79823,2/10/2025 11:40,Email,-,Yes
54741,2/11/2025 1:18,Search Ads,Winter Sale,Yes
60798,2/11/2025 8:39,Social Media,Discount Offer,No
95298,2/10/2025 4:04,Display Ads,Discount Offer,No
38286,2/11/2025 1:14,Email,Retargeting,Yes
78752,2/11/2025 9:47,Social Media,Discount Offer,Yes
25254,2/11/2025 8:45,Social Media,Brand Awareness,Yes
27463,2/10/2025 20:53,Social Media,Retargeting,No
82044,2/10/2025 11:48,Referral,New Product Launch,Yes
87642,2/10/2025 13:37,Direct Traffic,-,Yes
83489,2/10/2025 6:55,Search Ads,Discount Offer,No
24741,2/10/2025 3:48,Search Ads,New Product Launch,Yes
16337,2/10/2025 15:32,Referral,New Product Launch,No
72929,2/11/2025 4:57,Social Media,Discount Offer,No
82166,2/11/2025 12:55,Referral,Winter Sale,Yes
35661,2/10/2025 16:20,Direct Traffic,-,No
54766,2/11/2025 20:02,Social Media,Retargeting,No
47511,2/10/2025 16:15,Display Ads,Winter Sale,No
82667,2/11/2025 11:10,Display Ads,Brand Awareness,Yes
11686,2/11/2025 21:41,Search Ads,Retargeting,Yes
23781,2/11/2025 21:44,Referral,Retargeting,Yes
66881,2/11/2025 8:31,Referral,-,Yes
66008,2/10/2025 23:59,Email,Winter Sale,No
84693,2/11/2025 5:21,Referral,New Product Launch,Yes
21177,2/10/2025 16:41,Direct Traffic,-,No
51578,2/11/2025 18:04,Search Ads,-,No
46924,2/11/2025 10:06,Social Media,-,No
86889,2/11/2025 20:21,Email,Winter Sale,No
91449,2/10/2025 22:13,Email,Discount Offer,Yes
66454,2/10/2025 18:50,Referral,Brand Awareness,No
74300,2/10/2025 5:31,Search Ads,Retargeting,Yes
17278,2/11/2025 10:39,Direct Traffic,-,Yes
27774,2/11/2025 14:04,Search Ads,Winter Sale,Yes
92043,2/11/2025 19:13,Referral,Winter Sale,No
61650,2/11/2025 17:50,Search Ads,Brand Awareness,Yes
20853,2/10/2025 0:37,Search Ads,Discount Offer,Yes
42285,2/11/2025 23:28,Direct Traffic,-,No
74272,2/10/2025 23:47,Direct Traffic,-,Yes
76040,2/10/2025 20:54,Direct Traffic,-,Yes
98418,2/11/2025 15:57,Display Ads,Winter Sale,Yes
98133,2/11/2025 9:11,Social Media,Discount Offer,No
72892,2/11/2025 1:37,Search Ads,-,No
40090,2/11/2025 10:48,Social Media,-,No
18995,2/11/2025 5:30,Search Ads,Discount Offer,No
99481,2/10/2025 8:37,Search Ads,Retargeting,No
59787,2/10/2025 22:44,Display Ads,Retargeting,Yes
69090,2/11/2025 14:18,Direct Traffic,-,Yes
30429,2/10/2025 21:54,Direct Traffic,-,Yes
51057,2/10/2025 3:32,Referral,Winter Sale,Yes
19364,2/11/2025 6:31,Direct Traffic,-,No
73457,2/11/2025 20:50,Referral,Brand Awareness,No
78083,2/11/2025 13:09,Search Ads,Winter Sale,No
50926,2/10/2025 21:19,Email,Discount Offer,No
61358,2/10/2025 19:01,Display Ads,New Product Launch,Yes
63192,2/11/2025 11:28,Email,-,No
71259,2/11/2025 2:42,Direct Traffic,-,Yes
25790,2/11/2025 15:03,Social Media,New Product Launch,No
22755,2/11/2025 9:27,Display Ads,-,No
95745,2/11/2025 12:07,Email,-,No
24161,2/10/2025 8:05,Direct Traffic,-,No
85576,2/11/2025 12:23,Direct Traffic,-,No
18582,2/11/2025 7:34,Direct Traffic,-,No
73945,2/11/2025 13:10,Search Ads,New Product Launch,Yes
61770,2/11/2025 11:31,Referral,Winter Sale,Yes
51785,2/10/2025 9:54,Display Ads,Discount Offer,No
35230,2/10/2025 13:18,Search Ads,Retargeting,No
31133,2/11/2025 8:44,Direct Traffic,-,Yes
17619,2/10/2025 20:48,Direct Traffic,-,Yes
39628,2/10/2025 16:21,Social Media,Brand Awareness,Yes
56452,2/11/2025 18:00,Referral,Retargeting,No
99995,2/11/2025 16:38,Search Ads,Brand Awareness,No
73814,2/10/2025 11:24,Direct Traffic,-,Yes
65473,2/11/2025 4:36,Display Ads,Retargeting,No
76514,2/11/2025 19:45,Search Ads,New Product Launch,Yes
75865,2/10/2025 19:33,Referral,Discount Offer,No
14080,2/10/2025 10:55,Direct Traffic,-,Yes
83962,2/10/2025 6:40,Search Ads,-,No
50366,2/10/2025 22:54,Email,Brand Awareness,No
90632,2/11/2025 13:17,Direct Traffic,-,No
55427,2/10/2025 0:48,Email,Brand Awareness,Yes
57564,2/11/2025 8:41,Direct Traffic,-,Yes
79163,2/11/2025 14:17,Display Ads,Brand Awareness,Yes
60852,2/11/2025 3:54,Email,New Product Launch,Yes
86774,2/10/2025 13:04,Referral,New Product Launch,Yes
28265,2/10/2025 13:06,Social Media,Brand Awareness,Yes
78945,2/11/2025 11:40,Social Media,New Product Launch,No
56912,2/11/2025 22:07,Direct Traffic,-,Yes
31278,2/10/2025 7:30,Social Media,Retargeting,Yes
74272,2/10/2025 23:55,Direct Traffic,-,Yes
32562,2/11/2025 9:45,Social Media,Winter Sale,No
70948,2/11/2025 17:16,Display Ads,Discount Offer,No
16062,2/11/2025 11:06,Search Ads,New Product Launch,No
69942,2/11/2025 6:52,Social Media,New Product Launch,Yes
41964,2/11/2025 10:03,Search Ads,Retargeting,Yes
43531,2/10/2025 10:32,Email,New Product Launch,No
75804,2/11/2025 1:43,Display Ads,Brand Awareness,No
27767,2/11/2025 18:08,Social Media,Brand Awareness,No
11894,2/10/2025 0:40,Direct Traffic,-,No
29709,2/11/2025 23:44,Social Media,Discount Offer,No
81851,2/11/2025 7:14,Direct Traffic,-,Yes
25441,2/10/2025 9:32,Display Ads,-,No
52282,2/11/2025 12:47,Direct Traffic,-,Yes
20300,2/11/2025 7:03,Direct Traffic,-,Yes
64177,2/10/2025 17:02,Referral,Winter Sale,Yes
44295,2/11/2025 18:39,Referral,-,No
38775,2/10/2025 20:25,Email,Winter Sale,No
78945,2/11/2025 4:32,Social Media,-,Yes
32882,2/11/2025 6:09,Email,Discount Offer,No
54044,2/11/2025 7:16,Direct Traffic,-,No
60484,2/11/2025 1:33,Referral,-,Yes
77294,2/11/2025 18:34,Direct Traffic,-,Yes
69602,2/10/2025 20:16,Email,Retargeting,Yes
47735,2/10/2025 8:51,Referral,Discount Offer,Yes
16255,2/11/2025 19:53,Email,-,No
83772,2/10/2025 10:38,Referral,Discount Offer,No
39101,2/11/2025 21:05,Display Ads,Brand Awareness,Yes
66962,2/10/2025 16:57,Display Ads,Winter Sale,No
13090,2/10/2025 2:07,Social Media,Brand Awareness,Yes
62169,2/10/2025 5:00,Email,New Product Launch,No
29395,2/11/2025 21:46,Direct Traffic,-,Yes
69781,2/10/2025 7:23,Search Ads,-,No
71235,2/11/2025 6:36,Email,Brand Awareness,Yes
13184,2/10/2025 17:53,Search Ads,Brand Awareness,Yes
74464,2/10/2025 13:39,Direct Traffic,-,No
30447,2/10/2025 23:34,Search Ads,Winter Sale,Yes
61529,2/11/2025 0:11,Direct Traffic,-,Yes
83962,2/10/2025 13:41,Display Ads,Brand Awareness,No
68891,2/11/2025 10:23,Social Media,New Product Launch,No
91394,2/11/2025 23:00,Display Ads,Discount Offer,Yes
83673,2/11/2025 1:22,Email,Winter Sale,No
90635,2/11/2025 12:36,Direct Traffic,-,No
10426,2/10/2025 4:18,Referral,Winter Sale,Yes
52328,2/11/2025 7:51,Referral,New Product Launch,Yes
48089,2/11/2025 11:28,Direct Traffic,-,Yes
31703,2/10/2025 23:01,Direct Traffic,-,No
39628,2/10/2025 2:44,Display Ads,Brand Awareness,Yes
39321,2/11/2025 10:15,Display Ads,Retargeting,No
75302,2/11/2025 18:54,Email,Retargeting,No
28948,2/11/2025 21:00,Direct Traffic,-,No
78083,2/11/2025 6:15,Display Ads,-,Yes
30155,2/10/2025 3:17,Social Media,-,No
53599,2/10/2025 15:42,Search Ads,Brand Awareness,Yes
54440,2/11/2025 12:18,Social Media,-,No
65743,2/11/2025 6:51,Search Ads,Discount Offer,No
63620,2/10/2025 12:54,Email,-,No
46918,2/10/2025 0:40,Email,-,Yes
59281,2/10/2025 17:54,Search Ads,-,No
57318,2/10/2025 21:20,Display Ads,Winter Sale,No
82064,2/11/2025 5:19,Search Ads,New Product Launch,Yes
39128,2/11/2025 17:45,Referral,New Product Launch,Yes
87606,2/11/2025 13:12,Email,Retargeting,Yes
65708,2/11/2025 9:46,Search Ads,Brand Awareness,No
38173,2/11/2025 23:13,Search Ads,-,Yes
46342,2/10/2025 0:34,Direct Traffic,-,No
51057,2/10/2025 15:44,Direct Traffic,-,Yes
15239,2/10/2025 18:45,Search Ads,Discount Offer,Yes
24215,2/11/2025 21:01,Display Ads,-,No
69838,2/11/2025 8:58,Social Media,Discount Offer,No
62229,2/10/2025 15:46,Email,Brand Awareness,No
34551,2/11/2025 17:00,Display Ads,-,No
74032,2/10/2025 11:35,Direct Traffic,-,No
74738,2/10/2025 17:49,Direct Traffic,-,No
16302,2/11/2025 15:26,Search Ads,Discount Offer,Yes
66986,2/11/2025 22:47,Search Ads,Retargeting,Yes
54395,2/10/2025 4:28,Referral,Discount Offer,No
15277,2/11/2025 23:52,Social Media,Winter Sale,Yes
65514,2/10/2025 6:43,Email,Discount Offer,No
75656,2/10/2025 0:48,Referral,New Product Launch,No
55355,2/10/2025 5:02,Display Ads,Retargeting,No
19180,2/11/2025 16:16,Email,Brand Awareness,Yes
84925,2/10/2025 2:20,Email,-,Yes
73118,2/10/2025 11:13,Display Ads,Retargeting,No
23332,2/10/2025 4:03,Direct Traffic,-,No
33843,2/10/2025 10:53,Search Ads,-,Yes
12797,2/11/2025 0:32,Social Media,-,No
93271,2/11/2025 17:21,Display Ads,Discount Offer,No
17702,2/11/2025 13:50,Social Media,Retargeting,Yes
66664,2/10/2025 17:39,Email,Brand Awareness,No
91341,2/10/2025 5:25,Direct Traffic,-,No
37055,2/10/2025 20:15,Social Media,Retargeting,Yes
72040,2/11/2025 18:56,Search Ads,Brand Awareness,No
75352,2/10/2025 12:29,Direct Traffic,-,No
65473,2/10/2025 21:01,Email,Winter Sale,No
52260,2/11/2025 20:52,Email,Winter Sale,No
61177,2/10/2025 2:46,Email,-,Yes
79969,2/10/2025 14:05,Email,New Product Launch,Yes
53313,2/10/2025 1:48,Referral,Discount Offer,No
77597,2/11/2025 10:05,Social Media,New Product Launch,No
36115,2/10/2025 23:47,Referral,Retargeting,Yes
45750,2/10/2025 12:14,Display Ads,New Product Launch,Yes
17329,2/11/2025 0:36,Referral,Winter Sale,Yes
16004,2/10/2025 21:44,Social Media,New Product Launch,No
50264,2/11/2025 11:50,Referral,New Product Launch,Yes
76328,2/11/2025 6:22,Email,Discount Offer,No
67398,2/11/2025 12:01,Display Ads,-,No
51020,2/11/2025 3:01,Social Media,New Product Launch,Yes
45964,2/10/2025 20:13,Social Media,Retargeting,Yes
99065,2/10/2025 8:11,Email,Retargeting,Yes
85722,2/11/2025 20:09,Social Media,-,No
62101,2/11/2025 10:50,Direct Traffic,-,Yes
65726,2/10/2025 9:17,Search Ads,New Product Launch,No
31210,2/10/2025 18:38,Direct Traffic,-,No
31868,2/10/2025 0:07,Direct Traffic,-,No
66042,2/10/2025 3:33,Direct Traffic,-,Yes
25959,2/11/2025 9:50,Social Media,Brand Awareness,No
92646,2/11/2025 19:53,Social Media,Retargeting,No
28246,2/10/2025 16:46,Direct Traffic,-,Yes
65922,2/11/2025 1:42,Search Ads,Brand Awareness,No
13191,2/10/2025 8:11,Display Ads,Winter Sale,Yes
63323,2/10/2025 13:36,Display Ads,-,No
78514,2/10/2025 18:43,Display Ads,New Product Launch,Yes
79863,2/10/2025 8:42,Social Media,New Product Launch,No
48867,2/10/2025 15:54,Direct Traffic,-,Yes
17761,2/10/2025 11:58,Referral,-,No
12663,2/11/2025 8:38,Referral,Discount Offer,Yes
19097,2/11/2025 11:08,Email,-,No
79634,2/10/2025 0:59,Display Ads,Discount Offer,Yes
41964,2/11/2025 6:12,Direct Traffic,-,Yes
57949,2/11/2025 23:20,Search Ads,New Product Launch,Yes
34693,2/10/2025 12:33,Social Media,New Product Launch,Yes
31340,2/11/2025 5:08,Email,Brand Awareness,No
35756,2/10/2025 15:50,Search Ads,-,Yes
68657,2/10/2025 3:05,Direct Traffic,-,Yes
60684,2/11/2025 17:26,Display Ads,Winter Sale,Yes
47236,2/11/2025 19:13,Direct Traffic,-,No
59251,2/10/2025 9:35,Email,New Product Launch,No
86856,2/10/2025 0:06,Referral,Discount Offer,Yes
30380,2/11/2025 13:25,Search Ads,New Product Launch,No
25170,2/10/2025 7:55,Social Media,Winter Sale,Yes
39364,2/11/2025 4:03,Referral,Discount Offer,No
81103,2/11/2025 2:04,Referral,New Product Launch,No
29149,2/10/2025 13:45,Direct Traffic,-,Yes
47740,2/10/2025 9:18,Direct Traffic,-,No
25468,2/10/2025 10:47,Email,Winter Sale,No
93942,2/11/2025 10:02,Email,Brand Awareness,No
28912,2/11/2025 23:33,Social Media,Discount Offer,Yes
14080,2/10/2025 6:10,Search Ads,-,Yes
26601,2/11/2025 4:16,Referral,-,No
77310,2/10/2025 0:08,Display Ads,Winter Sale,No
72379,2/11/2025 11:28,Social Media,Discount Offer,Yes
12397,2/11/2025 19:59,Direct Traffic,-,No
95870,2/11/2025 4:46,Referral,Brand Awareness,Yes
11835,2/11/2025 23:11,Social Media,Discount Offer,No
59927,2/10/2025 20:09,Display Ads,Retargeting,Yes
54741,2/11/2025 8:12,Referral,-,No
73105,2/11/2025 18:15,Referral,Discount Offer,No
61983,2/11/2025 23:41,Search Ads,Brand Awareness,Yes
97335,2/10/2025 23:23,Search Ads,Retargeting,Yes
32160,2/10/2025 18:25,Email,New Product Launch,No
48990,2/11/2025 10:35,Social Media,Retargeting,Yes
22516,2/11/2025 12:41,Direct Traffic,-,No
13775,2/10/2025 8:58,Search Ads,Retargeting,Yes
49647,2/11/2025 10:52,Email,-,Yes
52553,2/10/2025 10:05,Display Ads,New Product Launch,Yes
30299,2/10/2025 12:54,Social Media,Discount Offer,Yes
16814,2/10/2025 3:37,Email,Winter Sale,Yes
30582,2/11/2025 1:41,Social Media,New Product Launch,No
78381,2/10/2025 13:17,Social Media,New Product Launch,Yes
91157,2/11/2025 2:35,Email,New Product Launch,Yes
40350,2/11/2025 13:16,Search Ads,Retargeting,No
40133,2/10/2025 9:24,Social Media,New Product Launch,No
17168,2/11/2025 1:00,Email,Retargeting,Yes
69737,2/11/2025 12:55,Direct Traffic,-,No
13687,2/10/2025 21:12,Direct Traffic,-,No
79181,2/11/2025 14:48,Referral,Winter Sale,No
65233,2/10/2025 6:13,Direct Traffic,-,Yes
61878,2/10/2025 18:23,Email,Brand Awareness,Yes
63072,2/10/2025 22:55,Social Media,Brand Awareness,No
87375,2/11/2025 7:09,Direct Traffic,-,No
27437,2/10/2025 16:06,Referral,New Product Launch,No
36179,2/10/2025 14:59,Direct Traffic,-,Yes
96015,2/10/2025 19:19,Display Ads,Brand Awareness,No
57389,2/10/2025 18:25,Display Ads,Discount Offer,No
13035,2/11/2025 3:58,Referral,Winter Sale,No
30842,2/10/2025 19:00,Email,New Product Launch,Yes
59730,2/10/2025 19:24,Social Media,-,No
87939,2/11/2025 4:52,Email,-,Yes
97201,2/10/2025 11:47,Referral,Retargeting,No
84828,2/11/2025 14:43,Search Ads,New Product Launch,Yes
59840,2/10/2025 9:50,Display Ads,Winter Sale,Yes
31889,2/10/2025 21:15,Email,Winter Sale,No
43065,2/11/2025 14:35,Direct Traffic,-,No
49243,2/10/2025 16:41,Display Ads,Discount Offer,Yes
37121,2/11/2025 4:32,Search Ads,Winter Sale,Yes
28721,2/11/2025 12:18,Social Media,Winter Sale,No
43361,2/11/2025 13:22,Search Ads,Discount Offer,Yes
19400,2/10/2025 6:44,Email,Brand Awareness,Yes
34653,2/10/2025 7:07,Search Ads,Retargeting,No
83578,2/11/2025 13:29,Social Media,Discount Offer,Yes
15555,2/11/2025 5:39,Social Media,New Product Launch,Yes
25952,2/11/2025 21:29,Display Ads,New Product Launch,Yes
98687,2/10/2025 18:45,Search Ads,Retargeting,No
41312,2/11/2025 12:39,Referral,Retargeting,Yes
48404,2/11/2025 3:34,Search Ads,Discount Offer,No
78183,2/10/2025 8:51,Search Ads,-,Yes
19754,2/10/2025 3:42,Display Ads,New Product Launch,No
88859,2/11/2025 5:04,Referral,-,Yes
55446,2/11/2025 2:30,Referral,Winter Sale,No
57793,2/11/2025 18:11,Referral,Winter Sale,Yes
41641,2/11/2025 18:31,Referral,Winter Sale,No
41422,2/10/2025 2:11,Display Ads,Retargeting,Yes
80769,2/10/2025 23:32,Direct Traffic,-,Yes
55980,2/11/2025 0:03,Direct Traffic,-,Yes
55820,2/10/2025 11:43,Email,New Product Launch,Yes
77908,2/10/2025 2:15,Direct Traffic,-,Yes
30607,2/11/2025 0:02,Email,Retargeting,No
71292,2/10/2025 18:50,Search Ads,-,Yes
90751,2/11/2025 0:20,Direct Traffic,-,Yes
48639,2/11/2025 10:02,Referral,New Product Launch,Yes
29114,2/10/2025 16:25,Referral,-,No
14476,2/11/2025 19:41,Display Ads,Winter Sale,Yes
80046,2/11/2025 8:59,Social Media,Retargeting,No
42360,2/11/2025 14:42,Social Media,Winter Sale,Yes
35619,2/11/2025 3:33,Social Media,Retargeting,No
34087,2/10/2025 20:29,Direct Traffic,-,Yes
82783,2/10/2025 19:37,Social Media,Retargeting,No
95665,2/10/2025 9:29,Email,-,Yes
75328,2/10/2025 22:32,Search Ads,New Product Launch,Yes
11284,2/11/2025 8:40,Social Media,-,No
47174,2/10/2025 22:08,Email,Winter Sale,No
34263,2/11/2025 6:25,Display Ads,Brand Awareness,No
19328,2/10/2025 4:35,Direct Traffic,-,Yes
55079,2/11/2025 13:23,Referral,Retargeting,No
65026,2/11/2025 9:14,Social Media,New Product Launch,Yes
77294,2/11/2025 5:35,Social Media,New Product Launch,Yes
55035,2/11/2025 2:39,Email,Retargeting,Yes
26537,2/10/2025 0:11,Social Media,New Product Launch,No
83991,2/11/2025 6:55,Email,-,Yes
90184,2/10/2025 14:26,Referral,Brand Awareness,Yes
59611,2/11/2025 17:26,Email,New Product Launch,No
96015,2/11/2025 3:10,Direct Traffic,-,No
32120,2/11/2025 2:51,Email,-,No
83355,2/10/2025 7:52,Email,New Product Launch,No
99748,2/10/2025 7:11,Search Ads,Discount Offer,Yes
55446,2/10/2025 11:17,Direct Traffic,-,Yes
71292,2/11/2025 21:56,Social Media,Brand Awareness,Yes
43065,2/10/2025 5:45,Display Ads,Winter Sale,No
91341,2/11/2025 22:17,Direct Traffic,-,No
24025,2/11/2025 23:36,Display Ads,Discount Offer,Yes
30446,2/10/2025 19:35,Social Media,Retargeting,Yes
87967,2/11/2025 22:12,Email,Winter Sale,Yes
89677,2/11/2025 16:14,Direct Traffic,-,Yes
42824,2/10/2025 15:27,Display Ads,Winter Sale,Yes
85419,2/11/2025 22:24,Direct Traffic,-,Yes
64956,2/11/2025 9:16,Social Media,New Product Launch,No
98520,2/10/2025 14:58,Email,-,Yes
89685,2/11/2025 6:53,Search Ads,Winter Sale,No
34087,2/10/2025 14:48,Social Media,Winter Sale,Yes
81470,2/11/2025 20:59,Referral,Discount Offer,No
57627,2/11/2025 15:54,Search Ads,Retargeting,Yes
59319,2/10/2025 18:13,Search Ads,Brand Awareness,No
81952,2/11/2025 20:41,Social Media,New Product Launch,No
66060,2/10/2025 23:14,Search Ads,Brand Awareness,Yes
79307,2/11/2025 5:37,Email,Discount Offer,No
22923,2/10/2025 1:27,Search Ads,-,Yes
52282,2/10/2025 4:45,Social Media,Winter Sale,Yes
10341,2/10/2025 21:08,Display Ads,-,Yes
36918,2/10/2025 0:50,Referral,Retargeting,Yes
36375,2/11/2025 20:42,Email,New Product Launch,Yes
26754,2/10/2025 6:06,Display Ads,New Product Launch,Yes
63367,2/10/2025 14:12,Referral,-,Yes
59188,2/11/2025 15:43,Display Ads,Discount Offer,No
27944,2/10/2025 14:09,Display Ads,-,Yes
80602,2/11/2025 17:35,Direct Traffic,-,No
23482,2/11/2025 14:59,Direct Traffic,-,Yes
62875,2/11/2025 9:32,Referral,Discount Offer,No
44535,2/10/2025 12:04,Email,Retargeting,No
38485,2/10/2025 1:50,Display Ads,Brand Awareness,No
46988,2/11/2025 19:32,Email,Discount Offer,Yes
67253,2/10/2025 5:59,Social Media,Winter Sale,No
14386,2/10/2025 11:10,Direct Traffic,-,No
70719,2/10/2025 4:39,Social Media,-,Yes
63471,2/11/2025 19:25,Referral,Retargeting,No
74032,2/11/2025 5:36,Direct Traffic,-,No
51813,2/10/2025 18:01,Email,Discount Offer,Yes
76806,2/11/2025 0:29,Display Ads,Retargeting,No
18981,2/11/2025 14:30,Social Media,Brand Awareness,Yes
58546,2/10/2025 3:37,Social Media,-,No
17133,2/10/2025 4:48,Social Media,Retargeting,No
94253,2/11/2025 1:04,Referral,Retargeting,No
39056,2/10/2025 20:25,Direct Traffic,-,Yes
55745,2/11/2025 9:02,Display Ads,Retargeting,No
84325,2/10/2025 18:00,Social Media,Winter Sale,Yes
44752,2/11/2025 0:22,Referral,New Product Launch,No
44062,2/10/2025 4:17,Social Media,-,Yes
88515,2/11/2025 7:11,Display Ads,Brand Awareness,No
83286,2/10/2025 17:55,Search Ads,Brand Awareness,Yes
37722,2/11/2025 17:15,Referral,Brand Awareness,Yes
79131,2/11/2025 13:00,Social Media,Winter Sale,No
90322,2/10/2025 22:41,Referral,New Product Launch,No
60881,2/10/2025 22:35,Search Ads,Winter Sale,Yes
70773,2/11/2025 1:22,Direct Traffic,-,Yes
36135,2/11/2025 0:31,Email,New Product Launch,Yes
30820,2/10/2025 23:00,Social Media,Discount Offer,No
75637,2/10/2025 13:26,Display Ads,New Product Launch,No
38252,2/10/2025 7:40,Email,Retargeting,No
47339,2/10/2025 8:29,Display Ads,Winter Sale,Yes
97087,2/11/2025 3:00,Email,New Product Launch,Yes
14398,2/10/2025 4:31,Direct Traffic,-,No
33255,2/11/2025 6:15,Direct Traffic,-,No
61905,2/11/2025 10:56,Referral,Discount Offer,No
74686,2/11/2025 0:46,Email,Retargeting,Yes
89412,2/11/2025 18:34,Search Ads,Discount Offer,No
45148,2/10/2025 7:17,Display Ads,New Product Launch,No
63620,2/10/2025 6:46,Direct Traffic,-,Yes
23958,2/11/2025 14:57,Referral,-,Yes
73141,2/10/2025 8:14,Direct Traffic,-,No
46667,2/10/2025 7:49,Search Ads,Retargeting,No
78831,2/10/2025 21:34,Social Media,New Product Launch,No
82125,2/10/2025 10:30,Direct Traffic,-,Yes
38457,2/11/2025 3:04,Referral,Brand Awareness,Yes
78830,2/11/2025 13:27,Display Ads,Winter Sale,Yes
16893,2/11/2025 22:33,Social Media,Discount Offer,Yes
44397,2/11/2025 20:06,Search Ads,Winter Sale,Yes
88938,2/10/2025 12:16,Referral,Brand Awareness,No
32402,2/10/2025 7:07,Direct Traffic,-,No
26291,2/11/2025 14:48,Direct Traffic,-,No
61578,2/11/2025 2:15,Email,New Product Launch,No
27347,2/10/2025 19:26,Social Media,Winter Sale,Yes
42285,2/11/2025 15:30,Display Ads,Brand Awareness,No
30443,2/11/2025 7:29,Search Ads,Discount Offer,No
28985,2/10/2025 13:40,Direct Traffic,-,Yes
83153,2/11/2025 16:10,Referral,Brand Awareness,No
64037,2/10/2025 6:35,Email,Retargeting,Yes
46768,2/11/2025 13:13,Search Ads,New Product Launch,Yes
57372,2/11/2025 12:51,Search Ads,New Product Launch,No
17863,2/11/2025 22:29,Direct Traffic,-,No
56219,2/10/2025 17:07,Direct Traffic,-,Yes
16248,2/11/2025 11:07,Direct Traffic,-,Yes
98738,2/10/2025 9:35,Search Ads,-,No
35324,2/11/2025 8:54,Social Media,Brand Awareness,Yes
66115,2/11/2025 3:26,Direct Traffic,-,No
31200,2/10/2025 4:47,Referral,-,Yes
35873,2/11/2025 17:13,Direct Traffic,-,Yes
52335,2/11/2025 6:40,Referral,Brand Awareness,Yes
69460,2/11/2025 8:40,Email,Discount Offer,Yes
68071,2/11/2025 21:44,Display Ads,-,No
59033,2/11/2025 5:20,Direct Traffic,-,No
15082,2/11/2025 15:50,Referral,New Product Launch,Yes
92334,2/10/2025 17:47,Display Ads,Discount Offer,Yes
61985,2/11/2025 9:13,Search Ads,Discount Offer,No
19262,2/10/2025 10:44,Referral,-,No
88728,2/11/2025 14:51,Email,Retargeting,No
23497,2/11/2025 9:21,Direct Traffic,-,No
28912,2/10/2025 11:48,Referral,New Product Launch,No
58258,2/10/2025 17:18,Social Media,Retargeting,Yes
23216,2/11/2025 3:14,Referral,Retargeting,Yes
56855,2/10/2025 7:25,Display Ads,-,No
34372,2/11/2025 20:02,Direct Traffic,-,Yes
75352,2/11/2025 15:39,Referral,Discount Offer,No
77230,2/11/2025 16:29,Direct Traffic,-,Yes
90359,2/10/2025 8:26,Display Ads,-,No
25362,2/11/2025 17:14,Direct Traffic,-,Yes
83785,2/11/2025 8:14,Referral,New Product Launch,Yes
36947,2/11/2025 2:52,Email,Winter Sale,No
39351,2/10/2025 5:55,Referral,New Product Launch,Yes
11416,2/11/2025 14:49,Email,Winter Sale,Yes
89467,2/11/2025 20:39,Display Ads,Discount Offer,No
57943,2/10/2025 3:21,Direct Traffic,-,Yes
30521,2/11/2025 12:25,Email,Retargeting,No
89239,2/11/2025 9:49,Search Ads,-,Yes
64703,2/10/2025 3:54,Search Ads,Brand Awareness,Yes
86042,2/11/2025 10:47,Display Ads,New Product Launch,No
70502,2/10/2025 21:23,Email,Discount Offer,Yes
76240,2/10/2025 5:45,Display Ads,Discount Offer,No
33345,2/10/2025 18:11,Display Ads,Brand Awareness,Yes
27814,2/11/2025 15:20,Social Media,-,Yes
11780,2/10/2025 17:29,Referral,-,No
